ds_holidays,holiday,ds,country,code,country_official_name,lower_window,upper_window,prior_scale,source
2021-01-01,Año Nuevo [New Year's Day],2021-01-08,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-01,Jueves Santo [Maundy Thursday],2021-04-08,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Viernes Santo [Good Friday],2021-04-09,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Día del Trabajo [Labour Day],2021-05-08,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-14,Batalla de San Jacinto [Battle of San Jacinto],2021-09-21,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-15,Día de la Independencia [Independence Day],2021-09-22,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-08,Concepción de María [Virgin's Day],2021-12-15,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Navidad [Christmas],2022-01-01,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Eerste paasdag,2020-04-19,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Goede Vrijdag,2020-04-17,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Tweede paasdag,2020-04-20,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-21,Hemelvaart,2020-05-28,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-31,Eerste Pinksterdag,2020-06-07,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,Tweede Pinksterdag,2020-06-08,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Eerste Kerstdag,2021-01-01,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Tweede Kerstdag,2021-01-02,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-05,Bevrijdingsdag,2020-05-12,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-27,Koningsdag,2020-05-04,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Nieuwjaarsdag,2021-01-08,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Eerste paasdag,2021-04-11,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Goede Vrijdag,2021-04-09,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Tweede paasdag,2021-04-12,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Hemelvaart,2021-05-20,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-23,Eerste Pinksterdag,2021-05-30,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-24,Tweede Pinksterdag,2021-05-31,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Eerste Kerstdag,2022-01-01,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Tweede Kerstdag,2022-01-02,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-27,Koningsdag,2021-05-04,Netherlands,NL,Kingdom of the Netherlands,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Første påskedag,2020-04-19,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-17,Grunnlovsdag,2020-05-24,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-31,Første pinsedag,2020-06-07,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Arbeidernes dag,2020-05-08,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Første juledag,2021-01-01,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Andre juledag,2021-01-02,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-09,Skjærtorsdag,2020-04-16,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Langfredag,2020-04-17,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Andre påskedag,2020-04-20,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-21,Kristi himmelfartsdag,2020-05-28,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,Andre pinsedag,2020-06-08,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Første påskedag,2021-04-11,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-23,Første pinsedag,2021-05-30,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Andre juledag,2022-01-02,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Første nyttårsdag,2021-01-08,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Arbeidernes dag,2021-05-08,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-17,Grunnlovsdag,2021-05-24,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Første juledag,2022-01-01,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-01,Skjærtorsdag,2021-04-08,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Langfredag,2021-04-09,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Andre påskedag,2021-04-12,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Kristi himmelfartsdag,2021-05-20,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-24,Andre pinsedag,2021-05-31,Norway,NO,Kingdom of Norway,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-02-06,Waitangi Day,2020-02-13,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Good Friday,2020-04-17,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Easter Monday,2020-04-20,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-25,Anzac Day,2020-05-02,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-27,Anzac Day (Observed),2020-05-04,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,Queen's Birthday,2020-06-08,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-26,Labour Day,2020-11-02,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas Day,2021-01-01,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Boxing Day,2021-01-02,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-28,Boxing Day (Observed),2021-01-04,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-02,Day after New Year's Day,2021-01-09,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-04,Day after New Year's Day (Observed),2021-01-11,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-06,Waitangi Day,2021-02-13,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-08,Waitangi Day (Observed),2021-02-15,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Good Friday,2021-04-09,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Easter Monday,2021-04-12,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-25,Anzac Day,2021-05-02,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-26,Anzac Day (Observed),2021-05-03,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-07,Queen's Birthday,2021-06-14,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-25,Labour Day,2021-11-01,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas Day,2022-01-01,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-27,Christmas Day (Observed),2022-01-03,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Boxing Day,2022-01-02,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-28,Boxing Day (Observed),2022-01-04,New Zealand,NZ,New Zealand,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-29,San Pedro y San Pablo [Feast of Saints Peter and Paul],2020-07-06,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-28,Día de la Independencia [Independence Day],2020-08-04,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-29,Día de las Fuerzas Armadas y la Policía del Perú,2020-08-05,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-30,Día de Santa Rosa de Lima,2020-09-06,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-08,Combate Naval de Angamos [Battle of Angamos],2020-10-15,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-09,Jueves Santo [Maundy Thursday],2020-04-16,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Viernes Santo [Good Friday],2020-04-17,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-11,Sábado de Gloria [Holy Saturday],2020-04-18,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Domingo de Resurrección [Easter Sunday],2020-04-19,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Día del Trabajo [Labour Day],2020-05-08,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-01,Día de Todos Los Santos [All Saints Day],2020-11-08,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-08,Inmaculada Concepción [Immaculate Conception],2020-12-15,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Navidad [Christmas],2021-01-01,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Año Nuevo [New Year's Day],2021-01-08,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-29,San Pedro y San Pablo [Feast of Saints Peter and Paul],2021-07-06,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-28,Día de la Independencia [Independence Day],2021-08-04,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-29,Día de las Fuerzas Armadas y la Policía del Perú,2021-08-05,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-30,Día de Santa Rosa de Lima,2021-09-06,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-08,Combate Naval de Angamos [Battle of Angamos],2021-10-15,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-01,Jueves Santo [Maundy Thursday],2021-04-08,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Viernes Santo [Good Friday],2021-04-09,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-03,Sábado de Gloria [Holy Saturday],2021-04-10,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Domingo de Resurrección [Easter Sunday],2021-04-11,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Día del Trabajo [Labour Day],2021-05-08,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-01,Día de Todos Los Santos [All Saints Day],2021-11-08,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-08,Inmaculada Concepción [Immaculate Conception],2021-12-15,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Navidad [Christmas],2022-01-01,Peru,PE,Republic of Peru,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-09,Day of Valor,2020-04-16,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-09,Maundy Thursday,2020-04-16,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Good Friday,2020-04-17,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Labor Day,2020-05-08,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-12,Independence Day,2020-06-19,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-23,Eid al-Fitr,2020-05-30,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-27,National Heroes' Day,2020-09-03,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-30,Bonifacio Day,2020-12-07,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas Day,2021-01-01,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-30,Rizal Day,2021-01-06,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-01,Maundy Thursday,2021-04-08,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Good Friday,2021-04-09,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-09,Day of Valor,2021-04-16,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Labor Day,2021-05-08,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-12,Independence Day,2021-06-19,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-12,Eid al-Fitr,2021-05-19,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-20,Feast of the Sacrifice,2021-07-27,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-27,National Heroes' Day,2021-09-03,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-30,Bonifacio Day,2021-12-07,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas Day,2022-01-01,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-30,Rizal Day,2022-01-06,Philippines,PH,Republic of the Philippines,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-02-05,Kashmir Solidarity Day,2020-02-12,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-23,Pakistan Day,2020-03-30,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Labor Day,2020-05-08,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-14,Independence Day,2020-08-21,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-09,Iqbal Day,2020-11-16,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas Day,2021-01-01,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-24,Eid al-Fitr,2020-05-31,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-25,Eid al-Fitr,2020-06-01,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-26,Eid al-Fitr,2020-06-02,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-29,Mawlid,2020-11-05,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-29,Day of Ashura,2020-09-05,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-30,Day of Ashura,2020-09-06,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-22,Shab e Mairaj,2020-03-29,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-06,Defence Day,2020-09-13,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-11,Death Anniversary of Quaid-e-Azam,2020-09-18,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-05,Kashmir Solidarity Day,2021-02-12,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-23,Pakistan Day,2021-03-30,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Labor Day,2021-05-08,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-14,Independence Day,2021-08-21,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-09,Iqbal Day,2021-11-16,Pakistan,PK,Islamic Republic of Pakistan,-3,3,10,https://github.com/dr-prodigy/python-holidays
